object_name,object_id,norad_id,object_type,ops_status,owner,launch_date,launch_site,decay_date,period_minutes,inclination_degrees,apogee_km,perigee_km,rcs,data_status,orbit_center,orbit_type,orbit_class,users,purpose,source,category
COSMOS 2499 DEB,2014-028AA,49943,DEB,,CIS,2014-05-23,PLMSC,,110.76,82.54,1470.0,1053.0,,,EA,ORB,LEO,,,left_only,Debris
COSMOS 2499 DEB,2014-028AB,49944,DEB,,CIS,2014-05-23,PLMSC,,112.33,82.46,1503.0,1164.0,,,EA,ORB,LEO,,,left_only,Debris
GLOBAL-17,2021-120A,49949,PAY,+,US,2021-12-09,RLLB,,93.28,42.0,442.0,429.0,,,EA,ORB,LEO,Commercial,Earth Observation,both,Active Satellite
GLOBAL-16,2021-120B,49950,PAY,+,US,2021-12-09,RLLB,,93.37,42.0,445.0,434.0,,,EA,ORB,LEO,Commercial,Earth Observation,both,Active Satellite
IXPE,2021-121A,49954,PAY,+,US,2021-12-09,AFETR,,95.47,0.23,546.0,536.0,,,EA,ORB,LEO,Government,Space Science,both,Active Satellite
SATCOM 3 DEB,1979-101Z,49955,DEB,,US,1979-12-07,AFETR,,792.18,8.09,35446.0,8518.0,,,EA,ORB,MEO,,,left_only,Debris
SATCOM 3 DEB,1979-101AA,49956,DEB,,US,1979-12-07,AFETR,,804.07,7.13,35743.0,8788.0,,,EA,ORB,MEO,,,left_only,Debris
SATCOM 3 DEB,1979-101AB,49957,DEB,,US,1979-12-07,AFETR,,791.16,8.37,35731.0,8184.0,,,EA,ORB,MEO,,,left_only,Debris
SATCOM 3 DEB,1979-101AC,49958,DEB,,US,1979-12-07,AFETR,,832.6,11.26,36202.0,9675.0,,,EA,ORB,MEO,,,left_only,Debris
SATCOM 3 DEB,1979-101AD,49959,DEB,,US,1979-12-07,AFETR,,796.99,7.13,35657.0,8536.0,,,EA,ORB,MEO,,,left_only,Debris
SATCOM 3 DEB,1979-101AE,49960,DEB,,US,1979-12-07,AFETR,,770.11,8.77,35875.0,7031.0,,,EA,ORB,MEO,,,left_only,Debris
SHIJIAN-6 05A (SJ-6 05A),2021-122A,49961,PAY,+,PRC,2021-12-10,JSC,,96.08,97.39,572.0,570.0,,,EA,ORB,LEO,Government,Earth Observation,both,Active Satellite
SHIJIAN-6 05B (SJ-6 05B),2021-122B,49962,PAY,+,PRC,2021-12-10,JSC,,95.3,97.36,534.0,532.0,,,EA,ORB,LEO,Government,Earth Observation,both,Active Satellite
TITAN 3C TRANSTAGE R/B,1970-027C,50000,R/B,,US,1970-04-08,AFETR,,3251.69,43.48,117879.0,14776.0,,,EA,ORB,High Elliptical / Deep,,,left_only,Rocket Body
EXPRESS AMU-7,2021-123A,50001,PAY,+,CIS,2021-12-13,TYMSC,,1436.12,0.02,35789.0,35785.0,,,EA,ORB,GEO,Commercial,Communications,both,Active Satellite
EXPRESS AMU-3,2021-123B,50002,PAY,+,CIS,2021-12-13,TYMSC,,1436.12,0.02,35789.0,35786.0,,,EA,ORB,GEO,Commercial,Communications,both,Active Satellite
BREEZE-M R/B,2021-123C,50003,R/B,,CIS,2021-12-13,TYMSC,,1333.92,5.36,51584.0,15940.0,,,EA,ORB,MEO,,,left_only,Rocket Body
BREEZE-M DEB [TANK],2021-123D,50004,DEB,,CIS,2021-12-13,TYMSC,,405.3,49.73,23293.0,234.0,,,EA,ORB,MEO,,,left_only,Debris
TIANLIAN 2-02,2021-124A,50005,PAY,+,PRC,2021-12-13,XICLF,,1436.1,0.4,35810.0,35763.0,,,EA,ORB,GEO,Government,Communications,both,Active Satellite
COSMOS 1408 DEB,1982-092RU,50032,DEB,,CIS,1982-09-16,PLMSC,,93.14,82.56,440.0,416.0,,,EA,ORB,LEO,,,left_only,Debris
COSMOS 1408 DEB,1982-092SW,50058,DEB,,CIS,1982-09-16,PLMSC,,91.94,82.61,379.0,360.0,,,EA,ORB,LEO,,,left_only,Debris
ORBCOMM FM05 DEB,1997-084L,50140,DEB,,ORB,1997-12-23,ERAS,,99.63,45.02,744.0,737.0,,,EA,ORB,LEO,,,left_only,Debris
STARLINK-3297,2021-125D,50159,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3304,2021-125F,50161,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3306,2021-125H,50163,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3298,2021-125K,50165,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3305,2021-125L,50166,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3271,2021-125M,50167,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3301,2021-125P,50169,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3245,2021-125Q,50170,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3286,2021-125R,50171,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3287,2021-125S,50172,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3289,2021-125T,50173,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3292,2021-125U,50174,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3291,2021-125V,50175,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3293,2021-125W,50176,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,538.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3282,2021-125X,50177,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3284,2021-125Y,50178,PAY,P,US,2021-12-18,AFWTR,,90.37,53.21,296.0,289.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3283,2021-125Z,50179,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,540.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3265,2021-125AA,50180,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3285,2021-125AB,50181,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3277,2021-125AC,50182,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,540.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3281,2021-125AD,50183,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3279,2021-125AF,50185,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3274,2021-125AG,50186,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3272,2021-125AH,50187,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3276,2021-125AK,50189,PAY,+,US,2021-12-18,AFWTR,,95.39,53.21,538.0,536.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3268,2021-125AL,50190,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3273,2021-125AM,50191,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3259,2021-125AN,50192,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3261,2021-125AP,50193,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3269,2021-125AQ,50194,PAY,P,US,2021-12-18,AFWTR,,91.73,53.21,363.0,356.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3266,2021-125AR,50195,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3267,2021-125AT,50197,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3264,2021-125AU,50198,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,540.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3270,2021-125AV,50199,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,540.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3235,2021-125AW,50200,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3255,2021-125AX,50201,PAY,P,US,2021-12-18,AFWTR,,91.85,53.2,367.0,364.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3256,2021-125AY,50202,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3257,2021-125AZ,50203,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3254,2021-125BA,50204,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3260,2021-125BB,50205,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3258,2021-125BC,50206,PAY,+,US,2021-12-18,AFWTR,,95.44,53.22,541.0,539.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
STARLINK-3262,2021-125BD,50207,PAY,+,US,2021-12-18,AFWTR,,94.02,53.22,472.0,470.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
TURKSAT 5B,2021-126A,50212,PAY,+,TURK,2021-12-19,AFETR,,1436.09,0.07,35808.0,35765.0,,,EA,ORB,GEO,Commercial,Communications,both,Active Satellite
ATLAS 5 CENTAUR DEB,2021-118D,50214,DEB,,US,2021-12-07,AFETR,,1449.77,3.91,36102.0,36006.0,,,EA,ORB,GEO,,,left_only,Debris
INMARSAT 6-F1,2021-128A,50319,PAY,+,IM,2021-12-22,TANSC,,1436.1,0.01,35787.0,35786.0,,,EA,ORB,GEO,Commercial,Communications,both,Active Satellite
SHIYAN-12 01 (SY-12 01),2021-129A,50321,PAY,+,PRC,2021-12-23,WSC,,1433.89,3.27,35760.0,35727.0,,,EA,ORB,GEO,Government,Technology Development,both,Active Satellite
SHIYAN-12 02 (SY-12 02),2021-129B,50322,PAY,+,PRC,2021-12-23,WSC,,1438.98,3.27,35859.0,35827.0,,,EA,ORB,GEO,Government,Technology Development,both,Active Satellite
COSMOS 1408 DEB,1982-092ADS,50404,DEB,,CIS,1982-09-16,PLMSC,,94.73,82.2,612.0,399.0,,,EA,ORB,LEO,,,left_only,Debris
JWST,2021-130A,50463,PAY,+,US,2021-12-25,FRGUI,,,,,,,,EL2,ORB,Unknown,,,left_only,Inactive Satellite
ARIANE 5 R/B,2021-130B,50464,R/B,,FR,2021-12-25,FRGUI,,,,,,,,SU,ORB,Unknown,,,left_only,Rocket Body
ZY-1 02E,2021-131A,50465,PAY,+,PRC,2021-12-26,TAISC,,100.32,98.46,774.0,773.0,,,EA,ORB,LEO,,,left_only,Inactive Satellite
XW-3 (CAS-9),2021-131B,50466,PAY,+,PRC,2021-12-26,TAISC,,99.92,98.5,757.0,752.0,,,EA,ORB,LEO,,,left_only,Inactive Satellite
CZ-4C R/B,2021-131C,50467,R/B,,PRC,2021-12-26,TAISC,,98.12,98.72,746.0,591.0,,,EA,ORB,LEO,,,left_only,Rocket Body
ONEWEB-0389,2021-132A,50469,PAY,+,UK,2021-12-27,TYMSC,,109.29,87.91,1195.0,1192.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
ONEWEB-0390,2021-132B,50470,PAY,+,UK,2021-12-27,TYMSC,,109.29,87.91,1195.0,1192.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
ONEWEB-0391,2021-132C,50471,PAY,+,UK,2021-12-27,TYMSC,,109.29,87.91,1196.0,1192.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
ONEWEB-0392,2021-132D,50472,PAY,+,UK,2021-12-27,TYMSC,,109.29,87.91,1195.0,1192.0,,,EA,ORB,LEO,Commercial,Communications,both,Active Satellite
